Date,Open,High,Low,Close,Adj Close,Volume
2022-01-14,1882.000000,1933.000000,1881.000000,1929.349976,1929.349976,7688506
2022-01-17,1938.550049,1953.900024,1930.500000,1939.500000,1939.500000,5262464
2022-01-18,1922.099976,1945.000000,1911.449951,1920.750000,1920.750000,3690315
2022-01-19,1916.000000,1916.000000,1862.849976,1867.050049,1867.050049,5747770
2022-01-20,1844.000000,1848.000000,1815.500000,1823.699951,1823.699951,5533463
2022-01-21,1795.000000,1808.000000,1776.000000,1785.699951,1785.699951,8252758
2022-01-24,1765.000000,1768.650024,1728.000000,1736.800049,1736.800049,7116712
2022-01-25,1726.599976,1740.000000,1700.500000,1722.150024,1722.150024,9137653
2022-01-27,1702.000000,1709.699951,1665.000000,1678.599976,1678.599976,11231734
2022-01-28,1681.000000,1727.550049,1679.500000,1686.199951,1686.199951,10998502
2022-01-31,1718.000000,1749.500000,1715.349976,1736.199951,1736.199951,8788872
2022-02-01,1766.099976,1780.000000,1734.699951,1772.050049,1772.050049,5119935
2022-02-02,1789.000000,1792.800049,1772.000000,1787.099976,1787.099976,4253717
2022-02-03,1779.000000,1779.000000,1734.000000,1738.550049,1738.550049,3832922
2022-02-04,1732.000000,1753.949951,1710.150024,1741.099976,1741.099976,4700077
2022-02-07,1722.199951,1732.000000,1695.400024,1715.000000,1715.000000,4310209
2022-02-08,1710.000000,1725.000000,1696.000000,1717.300049,1717.300049,6053401
2022-02-09,1735.000000,1743.000000,1725.000000,1737.300049,1737.300049,3867244
2022-02-10,1755.650024,1773.900024,1748.750000,1769.599976,1769.599976,4334630
2022-02-11,1740.000000,1745.949951,1713.000000,1721.349976,1721.349976,7551371
2022-02-14,1690.000000,1718.550049,1678.250000,1682.199951,1682.199951,7459637
2022-02-15,1699.000000,1746.750000,1690.449951,1738.250000,1738.250000,4669915
2022-02-16,1738.250000,1755.449951,1726.849976,1733.300049,1733.300049,5350642
2022-02-17,1744.000000,1749.000000,1720.300049,1724.800049,1724.800049,3937950
2022-02-18,1710.000000,1722.500000,1703.500000,1706.949951,1706.949951,5602215
2022-02-21,1701.000000,1737.300049,1691.500000,1730.699951,1730.699951,5120890
2022-02-22,1699.900024,1751.000000,1691.050049,1734.349976,1734.349976,8878515
2022-02-23,1750.000000,1758.250000,1733.400024,1742.849976,1742.849976,5478811
2022-02-24,1690.099976,1714.949951,1670.500000,1678.150024,1678.150024,13592379
2022-02-25,1715.000000,1728.150024,1677.000000,1694.599976,1694.599976,9737281
2022-02-28,1682.199951,1728.050049,1665.000000,1715.599976,1715.599976,15076542
2022-03-02,1710.000000,1714.400024,1691.000000,1702.800049,1702.800049,6771489
2022-03-03,1720.199951,1733.900024,1705.550049,1720.849976,1720.849976,7344147
2022-03-04,1695.250000,1736.000000,1681.000000,1723.300049,1723.300049,9074499
2022-03-07,1697.000000,1751.000000,1696.000000,1739.849976,1739.849976,9742588
2022-03-08,1718.449951,1800.000000,1718.449951,1778.199951,1778.199951,10984500
2022-03-09,1791.000000,1831.599976,1791.000000,1813.349976,1813.349976,10193515
2022-03-10,1844.750000,1844.750000,1810.199951,1825.900024,1825.900024,6547182
2022-03-11,1814.000000,1831.400024,1811.000000,1822.000000,1822.000000,4758657
2022-03-14,1831.550049,1895.000000,1831.550049,1890.699951,1890.699951,10289724
2022-03-15,1888.349976,1888.349976,1830.000000,1839.300049,1839.300049,7140443
2022-03-16,1865.000000,1893.949951,1849.000000,1889.400024,1889.400024,5233979
2022-03-17,1923.300049,1923.300049,1833.050049,1854.599976,1854.599976,17731459
2022-03-21,1861.000000,1886.900024,1841.099976,1853.050049,1853.050049,8362085
2022-03-22,1850.000000,1890.000000,1839.000000,1887.400024,1887.400024,5709382
2022-03-23,1897.000000,1900.000000,1857.000000,1872.400024,1872.400024,6192824
2022-03-24,1856.150024,1894.599976,1856.150024,1886.699951,1886.699951,3784303
2022-03-25,1892.000000,1894.000000,1858.000000,1876.550049,1876.550049,3438588
2022-03-28,1866.000000,1880.900024,1852.650024,1873.900024,1873.900024,4008555
2022-03-29,1873.900024,1889.400024,1860.550049,1886.000000,1886.000000,3917785
2022-03-30,1910.000000,1919.000000,1895.000000,1903.949951,1903.949951,7795839
2022-03-31,1900.000000,1913.000000,1894.199951,1906.849976,1906.849976,5399145
2022-04-01,1886.849976,1910.300049,1878.300049,1903.550049,1903.550049,6171518
2022-04-04,1889.750000,1893.000000,1873.000000,1882.949951,1882.949951,7364074
2022-04-05,1883.800049,1889.599976,1857.150024,1861.099976,1861.099976,5472024
2022-04-06,1855.000000,1857.500000,1822.150024,1828.849976,1828.849976,5407453
2022-04-07,1821.050049,1828.150024,1807.550049,1811.000000,1811.000000,5797544
2022-04-08,1823.000000,1838.000000,1808.000000,1814.599976,1814.599976,5131446
2022-04-11,1814.000000,1814.000000,1762.550049,1766.550049,1766.550049,8248407
2022-04-12,1757.500000,1757.500000,1727.750000,1742.449951,1742.449951,6456184
2022-04-13,1754.949951,1757.500000,1732.000000,1748.550049,1748.550049,6257693
2022-04-18,1605.500000,1650.000000,1590.000000,1621.400024,1621.400024,30523965
2022-04-19,1636.650024,1636.650024,1550.000000,1562.000000,1562.000000,17044923
2022-04-20,1575.000000,1596.300049,1563.000000,1587.699951,1587.699951,10678747
2022-04-21,1595.000000,1627.199951,1589.250000,1618.800049,1618.800049,7766514
2022-04-22,1604.349976,1610.699951,1582.400024,1585.449951,1585.449951,8134245
2022-04-25,1572.800049,1572.800049,1554.099976,1561.099976,1561.099976,7000570
2022-04-26,1577.199951,1592.000000,1566.550049,1581.000000,1581.000000,5345435
2022-04-27,1572.750000,1572.750000,1550.349976,1552.800049,1552.800049,8819356
2022-04-28,1570.000000,1601.800049,1557.449951,1582.599976,1582.599976,9245177
2022-04-29,1590.000000,1597.300049,1560.800049,1567.550049,1567.550049,9831395
2022-05-02,1550.900024,1552.750000,1531.000000,1541.000000,1541.000000,7072627
2022-05-04,1547.250000,1570.000000,1530.150024,1535.550049,1535.550049,6220959
2022-05-05,1560.050049,1589.400024,1557.449951,1585.150024,1585.150024,6144870
2022-05-06,1550.000000,1561.849976,1535.050049,1542.849976,1542.849976,6171472
2022-05-09,1540.000000,1586.800049,1522.150024,1570.349976,1570.349976,6831233
